customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag
C101029,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,92.45,3640.61,No,0
C101030,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.43,953.14,No,0
C101031,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.27,5306.67,Yes,1
C101032,Male,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,76.63,387.96,Yes,1
C101033,Female,1,No,Yes,32,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,55.94,1843.39,Yes,1
C101034,Male,0,Yes,No,54,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.52,2298.53,Yes,1
C101035,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,72.78,1325.56,No,0
C101036,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card,30.0,833.27,No,0
C101037,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,78.45,4680.23,No,0
C101038,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,39.15,2644.07,Yes,1
C101039,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.98,2362.53,No,0
C101040,Male,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,27.21,602.61,No,0
C101041,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,68.69,605.83,No,0
C101042,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,72.25,3817.59,No,0
C101043,Male,0,No,Yes,40,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.58,4260.57,Yes,1
C101044,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.67,3703.67,Yes,1
C101045,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,45.6,701.02,No,0
C101046,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,43.25,2310.54,Yes,1
C101047,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,113.41,4992.35,Yes,1
C101048,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.89,2063.11,Yes,1
C101049,Male,0,Yes,No,43,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.18,2723.61,No,0
C101050,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,2681.7,Yes,1
C101051,Male,0,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,33.62,633.91,Yes,1
C101052,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,127.02,3576.65,No,0
C101053,Male,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.9,165.62,No,0
C101054,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,36.97,1324.04,Yes,1
C101055,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.27,1664.22,Yes,1
C101056,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,87.92,544.29,No,0
C101057,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,32.52,855.3,Yes,1
C101058,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,52.46,2028.02,Yes,1
C101059,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,83.76,155.55,Yes,1
C101060,Male,0,Yes,No,65,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,91.76,5973.38,No,0
C101061,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,47.14,3452.85,No,0
C101062,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,18.0,753.55,No,0
C101063,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.38,4715.64,Yes,1
C101064,Female,0,No,Yes,70,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,95.7,6657.02,Yes,1
C101065,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.25,1573.94,Yes,1
C101066,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.82,2307.45,Yes,1
C101067,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.6,7898.86,Yes,1
C101068,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,787.54,Yes,1
C101069,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.71,268.16,Yes,1
C101070,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.5,4983.65,Yes,1
C101071,Female,0,No,No,29,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,46.85,1350.58,Yes,1
C101072,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,18.0,482.74,Yes,1
C101073,Male,1,No,No,25,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,92.74,2266.78,Yes,1
C101074,Male,1,No,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.65,1899.24,Yes,1
C101075,Male,1,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.64,4136.27,No,0
C101076,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,53.06,2839.48,Yes,1
C101077,Male,0,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.24,2219.82,Yes,1
C101078,Female,1,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,19.66,10.04,Yes,1
C101079,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.69,3924.45,Yes,1
C101080,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,24.05,108.35,Yes,1
C101081,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.89,3328.48,No,0
C101082,Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,38.78,1511.69,Yes,1
C101083,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.14,4248.63,Yes,1
C101084,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.34,4399.46,Yes,1
C101085,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.16,1567.3,Yes,1
C101086,Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.14,455.86,Yes,1
C101087,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,70.96,2212.31,No,0
C101088,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,112.17,7004.0,No,0
C101089,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,84.16,710.3,Yes,1
C101090,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,49.48,606.32,No,0
C101091,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,51.85,3187.97,No,0
C101092,Female,0,No,No,34,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.41,3352.46,Yes,1
C101093,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,37.88,2274.28,No,0
C101094,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,70.37,3751.36,No,0
C101095,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,19.35,247.67,Yes,1
C101096,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.49,1865.93,Yes,1
C101097,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.91,1476.95,No,0
C101098,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.52,1450.85,Yes,1
C101099,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.67,1570.86,Yes,1
C101100,Male,1,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,88.16,897.9,No,0
C101101,Female,0,Yes,No,1,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,48.55,90.34,Yes,1
C101102,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.67,5090.95,Yes,1
C101103,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.46,1424.12,No,0
C101104,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,93.48,6095.1,Yes,1
C101105,Female,0,No,Yes,2,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,57.47,44.54,Yes,1
C101106,Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,98.67,4919.09,No,0
C101107,Female,1,Yes,Yes,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,57.43,3834.93,Yes,1
C101108,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,49.14,1201.53,No,0
C101109,Male,1,No,No,29,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,88.28,2567.75,Yes,1
C101110,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,83.24,898.92,No,0
C101111,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,53.76,880.06,Yes,1
C101112,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,86.26,2180.08,Yes,1
C101113,Male,1,Yes,No,22,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,66.03,1401.95,Yes,1
C101114,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,74.42,4100.61,Yes,1
C101115,Male,0,Yes,No,51,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,80.12,4075.38,Yes,1
C101116,Male,0,No,No,47,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,27.82,1204.3,No,0
C101117,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,70.08,1265.86,No,0
C101118,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,26.12,62.27,Yes,1
C101119,Female,1,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,38.53,1188.56,Yes,1
C101120,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,66.73,1705.51,Yes,1
C101121,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.33,71.41,Yes,1
C101122,Male,1,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,62.99,132.3,Yes,1
C101123,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,59.37,761.93,Yes,1
C101124,Female,1,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,56.45,1878.83,Yes,1
C101125,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.76,5776.44,No,0
C101126,Female,0,No,No,65,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,36.42,2418.08,No,0
C101127,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,27.84,188.98,Yes,1
C101128,Female,1,Yes,Yes,30,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.57,3308.11,Yes,1
C101129,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,82.43,742.5,Yes,1
C101130,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,48.95,1002.55,No,0
C101131,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,50.74,1095.8,Yes,1
C101132,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.33,101.67,No,0
C101133,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,30.83,945.92,No,0
C101134,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,60.6,1185.75,No,0
C101135,Male,1,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,70.68,2049.89,No,0
C101136,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,110.66,5700.97,No,0
C101137,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,73.17,3343.46,Yes,1
C101138,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.26,2989.82,No,0
C101139,Male,1,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,61.26,3740.22,Yes,1
C101140,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.24,3959.23,Yes,1
C101141,Male,0,Yes,No,70,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,69.82,4798.3,No,0
C101142,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.68,6559.46,No,0
C101143,Male,0,No,No,10,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,52.04,515.81,Yes,1
C101144,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,76.67,4651.67,No,0
C101145,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,75.85,1552.6,No,0
C101146,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,69.26,180.13,Yes,1
C101147,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,95.89,843.9,Yes,1
C101148,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card,71.26,1794.46,No,0
C101149,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,65.78,769.74,Yes,1
C101150,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.4,364.23,Yes,1
C101151,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,206.97,No,0
C101152,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.23,4171.5,No,0
C101153,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,38.05,2398.48,Yes,1
C101154,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,63.8,1610.67,Yes,1
C101155,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,69.29,1008.45,No,0
C101156,Female,0,No,No,32,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,83.76,2724.81,No,0
C101157,Male,0,No,No,61,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,130.42,7892.41,Yes,1
C101158,Female,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,110.35,4974.18,No,0
C101159,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,69.68,2392.11,No,0
C101160,Female,0,No,Yes,64,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.76,5555.12,Yes,1
C101161,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.99,4094.39,No,0
C101162,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.75,1810.76,No,0
C101163,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,76.42,4237.71,Yes,1
C101164,Male,0,No,Yes,31,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card,40.59,1344.65,No,0
C101165,Female,1,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,56.18,3382.59,No,0
C101166,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,19.08,231.04,No,0
C101167,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,64.74,3949.62,Yes,1
C101168,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,68.92,35.87,Yes,1
C101169,Male,0,Yes,Yes,50,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.81,3368.54,Yes,1
C101170,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.96,2708.16,Yes,1
C101171,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,67.6,461.87,Yes,1
C101172,Male,0,Yes,Yes,67,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,74.86,4884.21,Yes,1
C101173,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.85,258.75,Yes,1
C101174,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,78.05,2873.15,Yes,1
C101175,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,60.61,1272.36,Yes,1
C101176,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.75,4365.47,Yes,1
C101177,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,77.68,3961.38,Yes,1
C101178,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.27,139.64,Yes,1
C101179,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,44.41,1999.37,No,0
C101180,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card,58.65,1146.8,Yes,1
C101181,Female,0,No,Yes,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.61,4453.64,Yes,1
C101182,Female,0,No,Yes,65,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,91.65,5938.68,Yes,1
C101183,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card,97.96,5664.98,No,0
C101184,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,44.56,228.37,No,0
C101185,Female,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,127.75,6053.25,Yes,1
C101186,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,48.79,729.45,No,0
C101187,Male,0,No,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card,63.19,1052.82,Yes,1
C101188,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card,105.7,3435.07,Yes,1
C101189,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card,20.0,634.52,Yes,1
C101190,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.92,1825.81,No,0
C101191,Male,1,No,No,65,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,61.36,4017.41,Yes,1
C101192,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,28.15,1701.93,No,0
C101193,Female,0,No,No,40,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,28.59,1132.8,No,0
C101194,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,103.67,5903.01,Yes,1
C101195,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,85.48,782.05,No,0
C101196,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,98.45,1323.24,No,0
C101197,Male,1,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card,38.81,1606.41,No,0
C101198,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.63,4376.65,Yes,1
C101199,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,137.73,2229.39,Yes,1
C101200,Male,1,No,No,59,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,62.89,3690.62,No,0
C101201,Female,0,Yes,No,8,No,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,71.51,634.72,No,0
C101202,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,70.33,2381.08,Yes,1
C101203,Female,0,No,No,35,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,66.72,2362.37,No,0
C101204,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,46.62,2206.79,No,0
C101205,Female,1,No,No,50,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.32,3589.05,Yes,1
C101206,Male,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,118.83,8251.93,No,0
C101207,Female,1,No,No,67,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,68.49,4498.94,Yes,1
C101208,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,106.63,2347.56,Yes,1
C101209,Male,1,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,155.69,804.4,Yes,1
C101210,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,45.59,1236.22,Yes,1
C101211,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.21,265.68,Yes,1
C101212,Female,0,No,No,51,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,35.07,1809.98,Yes,1
C101213,Female,1,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.78,3893.91,Yes,1
C101214,Female,0,No,No,62,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,144.85,9018.18,Yes,1
C101215,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,89.41,5608.19,Yes,1
