customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100972,Male,0,Yes,No,63,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,64.81,4064.42,Yes
C100973,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,63.83,390.64,Yes
C100974,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,123.71,4820.14,No
C100975,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.39,3116.24,Yes
C100976,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,95.34,247.52,Yes
C100977,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,125.24,2008.18,Yes
C100978,Female,1,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,77.55,4986.64,Yes
C100979,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.12,3249.62,Yes
C100980,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,40.38,846.63,Yes
C100981,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,33.01,186.1,No
C100982,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,18.0,-24.9,Yes
C100983,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card,96.54,3443.2,No
C100984,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.73,2088.3,Yes
C100985,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.01,607.05,No
C100986,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,62.25,1009.47,Yes
C100987,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,39.99,1220.55,No
C100988,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,84.87,2961.56,No
C100989,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,51.94,767.05,Yes
C100990,Female,0,Yes,Yes,17,No,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card,62.11,1078.36,No
C100991,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,36.7,2172.93,Yes
C100992,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,41.93,1213.43,No
C100993,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,97.94,3385.26,Yes
C100994,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.38,4592.85,Yes
C100995,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,32.88,1077.57,Yes
C100996,Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,87.83,2439.53,No
C100997,Female,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,47.8,433.06,Yes
C100998,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,55.04,802.54,Yes
C100999,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.03,2115.49,Yes
C101000,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,61.42,3079.85,Yes
C101001,Male,0,No,Yes,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,61.17,2076.95,No
C101002,Male,1,No,No,50,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,20.75,998.14,Yes
C101003,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.86,3251.61,Yes
C101004,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,51.23,2147.85,Yes
C101005,Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,83.77,5325.4,No
C101006,Female,0,Yes,No,24,No,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,53.73,1185.35,No
C101007,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.71,4935.26,Yes
C101008,Female,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,81.88,4525.04,No
C101009,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,75.91,2783.36,No
C101010,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.08,788.81,Yes
C101011,Male,0,Yes,No,66,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.02,4932.94,Yes
C101012,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.82,1290.51,Yes
C101013,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.58,115.61,Yes
C101014,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.35,354.56,Yes
C101015,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,45.85,106.33,Yes
C101016,Female,0,No,Yes,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,48.58,2415.82,Yes
C101017,Male,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,109.01,3075.01,No
C101018,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,2152.16,No
C101019,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.82,991.78,Yes
C101020,Male,1,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer,101.73,7032.05,No
C101021,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.76,904.41,Yes
C101022,Female,1,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,46.22,1383.31,No
C101023,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,123.57,2405.42,Yes
C101024,Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card,107.76,5408.97,No
C101025,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,92.66,3331.12,Yes
C101026,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card,74.77,4973.61,Yes
C101027,Male,1,Yes,Yes,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,80.21,21.57,Yes
C101028,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,450.69,No
C101029,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,92.45,3640.61,No
C101030,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.43,953.14,No
C101031,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.27,5306.67,Yes
C101032,Male,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,76.63,387.96,Yes
C101033,Female,1,No,Yes,32,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,55.94,1843.39,Yes
C101034,Male,0,Yes,No,54,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.52,2298.53,Yes
C101035,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,72.78,1325.56,No
C101036,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card,30.0,833.27,No
C101037,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,78.45,4680.23,No
C101038,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,39.15,2644.07,Yes
C101039,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.98,2362.53,No
C101040,Male,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,27.21,602.61,No
C101041,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,68.69,605.83,No
C101042,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,72.25,3817.59,No
C101043,Male,0,No,Yes,40,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.58,4260.57,Yes
C101044,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.67,3703.67,Yes
C101045,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,45.6,701.02,No
C101046,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,43.25,2310.54,Yes
C101047,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,113.41,4992.35,Yes
C101048,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.89,2063.11,Yes
C101049,Male,0,Yes,No,43,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.18,2723.61,No
C101050,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,2681.7,Yes
C101051,Male,0,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,33.62,633.91,Yes
C101052,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,127.02,3576.65,No
C101053,Male,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.9,165.62,No
C101054,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,36.97,1324.04,Yes
C101055,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.27,1664.22,Yes
C101056,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,87.92,544.29,No
C101057,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,32.52,855.3,Yes
C101058,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,52.46,2028.02,Yes
C101059,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,83.76,155.55,Yes
C101060,Male,0,Yes,No,65,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,91.76,5973.38,No
C101061,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,47.14,3452.85,No
C101062,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,18.0,753.55,No
C101063,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.38,4715.64,Yes
C101064,Female,0,No,Yes,70,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,95.7,6657.02,Yes
C101065,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.25,1573.94,Yes
C101066,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.82,2307.45,Yes
C101067,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.6,7898.86,Yes
C101068,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,787.54,Yes
C101069,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.71,268.16,Yes
C101070,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.5,4983.65,Yes
C101071,Female,0,No,No,29,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,46.85,1350.58,Yes
C101072,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,18.0,482.74,Yes
C101073,Male,1,No,No,25,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,92.74,2266.78,Yes
C101074,Male,1,No,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.65,1899.24,Yes
C101075,Male,1,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.64,4136.27,No
C101076,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,53.06,2839.48,Yes
C101077,Male,0,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.24,2219.82,Yes
C101078,Female,1,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,19.66,10.04,Yes
C101079,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.69,3924.45,Yes
C101080,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,24.05,108.35,Yes
C101081,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.89,3328.48,No
C101082,Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,38.78,1511.69,Yes
C101083,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.14,4248.63,Yes
C101084,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.34,4399.46,Yes
C101085,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.16,1567.3,Yes
C101086,Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.14,455.86,Yes
C101087,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,70.96,2212.31,No
C101088,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,112.17,7004.0,No
C101089,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,84.16,710.3,Yes
C101090,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,49.48,606.32,No
C101091,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,51.85,3187.97,No
C101092,Female,0,No,No,34,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.41,3352.46,Yes
C101093,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,37.88,2274.28,No
C101094,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,70.37,3751.36,No
C101095,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,19.35,247.67,Yes
C101096,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.49,1865.93,Yes
C101097,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.91,1476.95,No
C101098,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.52,1450.85,Yes
C101099,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.67,1570.86,Yes
C101100,Male,1,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,88.16,897.9,No
C101101,Female,0,Yes,No,1,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,48.55,90.34,Yes
C101102,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.67,5090.95,Yes
C101103,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.46,1424.12,No
C101104,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,93.48,6095.1,Yes
C101105,Female,0,No,Yes,2,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,57.47,44.54,Yes
C101106,Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,98.67,4919.09,No
C101107,Female,1,Yes,Yes,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,57.43,3834.93,Yes
C101108,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,49.14,1201.53,No
C101109,Male,1,No,No,29,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,88.28,2567.75,Yes
C101110,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,83.24,898.92,No
C101111,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,53.76,880.06,Yes
C101112,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,86.26,2180.08,Yes
C101113,Male,1,Yes,No,22,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,66.03,1401.95,Yes
C101114,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,74.42,4100.61,Yes
C101115,Male,0,Yes,No,51,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,80.12,4075.38,Yes
C101116,Male,0,No,No,47,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,27.82,1204.3,No
C101117,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,70.08,1265.86,No
C101118,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,26.12,62.27,Yes
C101119,Female,1,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,38.53,1188.56,Yes
C101120,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,66.73,1705.51,Yes
C101121,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.33,71.41,Yes
C101122,Male,1,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,62.99,132.3,Yes
C101123,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,59.37,761.93,Yes
C101124,Female,1,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,56.45,1878.83,Yes
C101125,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.76,5776.44,No
C101126,Female,0,No,No,65,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,36.42,2418.08,No
C101127,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,27.84,188.98,Yes
C101128,Female,1,Yes,Yes,30,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.57,3308.11,Yes
C101129,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,82.43,742.5,Yes
C101130,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,48.95,1002.55,No
C101131,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,50.74,1095.8,Yes
C101132,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.33,101.67,No
C101133,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,30.83,945.92,No
C101134,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,60.6,1185.75,No
C101135,Male,1,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,70.68,2049.89,No
C101136,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,110.66,5700.97,No
C101137,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,73.17,3343.46,Yes
C101138,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.26,2989.82,No
C101139,Male,1,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,61.26,3740.22,Yes
C101140,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.24,3959.23,Yes
C101141,Male,0,Yes,No,70,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,69.82,4798.3,No
C101142,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.68,6559.46,No
C101143,Male,0,No,No,10,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,52.04,515.81,Yes
C101144,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,76.67,4651.67,No
C101145,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,75.85,1552.6,No
C101146,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,69.26,180.13,Yes
C101147,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,95.89,843.9,Yes
C101148,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card,71.26,1794.46,No
C101149,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,65.78,769.74,Yes
C101150,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.4,364.23,Yes
C101151,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,206.97,No
C101152,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.23,4171.5,No
C101153,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,38.05,2398.48,Yes
C101154,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,63.8,1610.67,Yes
C101155,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,69.29,1008.45,No
C101156,Female,0,No,No,32,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,83.76,2724.81,No
C101157,Male,0,No,No,61,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,130.42,7892.41,Yes
C101158,Female,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,110.35,4974.18,No
C101159,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,69.68,2392.11,No
C101160,Female,0,No,Yes,64,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.76,5555.12,Yes
C101161,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.99,4094.39,No
C101162,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.75,1810.76,No
C101163,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,76.42,4237.71,Yes
C101164,Male,0,No,Yes,31,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card,40.59,1344.65,No
